User_ID,Age_Group,Gender,Location,Device_Type,Social_Media_Platform,Two_Factor_Authentication,Saved_Password,Account_Privacy,Frequent_New_Device_Logging,Connection_Type,Time_of_Day,Payment_Mode,Cross_Channel_Usage,Season,Suspicious_Activity,Clicked_Ad,Ad_Platform,Ad_Target_Domain,Domain_Reputation,Domain_Length,Domain_Entropy,Click_Leads_To_Malicious_Site
2006,25-34,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Morning,Credit Card,Yes,Diwali,0,Yes,Twitter,news-portal.org,Good,15,3.64,0
2007,18-24,Female,West Bengal,Mobile,Facebook,Yes,Yes,Private,No,Private,Evening,Cash,Yes,Diwali,1,No,,,,0,0,0
2008,45-54,Male,Kerala,Mobile,LinkedIn,Yes,Yes,Public,No,Hotspot,Morning,Debit Card,Yes,Diwali,0,No,,,,0,0,0
2009,25-34,Male,Madhya Pradesh,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,summer vacations,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
2010,18-24,Male,Maharashtra,Desktop,Instagram,No,Yes,Private,No,Private,Afternoon,UPI,Yes,summer vacations,0,Yes,Twitter,banking.example,Good,15,3.507,0
2011,25-34,Male,Karnataka,Desktop,WhatsApp,No,Yes,Private,No,Private,Night,Debit Card,Yes,Holi,0,No,,,,0,0,0
2012,25-34,Male,Uttar Pradesh,Tablet,LinkedIn,Yes,No,Public,No,Hotspot,Evening,Cash,Yes,summer vacations,0,No,,,,0,0,0
2013,25-34,Male,Bihar,Mobile,Twitter,Yes,No,Private,Yes,Private,Morning,Debit Card,No,Diwali,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,0
2014,25-34,Female,Uttar Pradesh,Desktop,Instagram,Yes,No,Private,No,Private,Evening,Credit Card,No,Holi,0,No,,,,0,0,0
2015,25-34,Male,Madhya Pradesh,Mobile,Instagram,No,No,Public,No,Private,Afternoon,Cash,Yes,navaratri,1,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
2016,35-44,Male,Assam,Mobile,Instagram,Yes,Yes,Private,No,Private,Afternoon,UPI,Yes,summer vacations,0,No,,,,0,0,0
2017,45-54,Male,Bihar,Mobile,Facebook,No,Yes,Private,No,Private,Evening,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
2018,25-34,Male,Rajasthan,Mobile,Twitter,Yes,No,Public,No,Private,Evening,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
2019,25-34,Male,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Private,No,Private,Morning,UPI,No,Diwali,1,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,0
2020,45-54,Male,Bihar,Desktop,WhatsApp,Yes,Yes,Private,No,Private,Night,UPI,Yes,navaratri,1,No,,,,0,0,0
2021,35-44,Female,Uttar Pradesh,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Morning,Credit Card,No,summer vacations,1,Yes,Twitter,banking.example,Good,15,3.507,0
2022,18-24,Male,Gujarat,Mobile,Instagram,Yes,No,Private,No,Private,Night,Debit Card,No,summer vacations,0,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
2023,45-54,Female,Madhya Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Hotspot,Morning,Digital Wallet,Yes,winter vacation,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
2024,35-44,Male,Madhya Pradesh,Desktop,Twitter,Yes,Yes,Private,No,Private,Morning,Digital Wallet,Yes,winter vacation,0,No,,,,0,0,0
2025,18-24,Female,Telangana,Tablet,Instagram,No,No,Public,No,Hotspot,Night,Cash,Yes,Holi,0,No,,,,0,0,0
2026,18-24,Male,Maharashtra,Tablet,Facebook,Yes,No,Public,Yes,Open WiFi,Afternoon,Digital Wallet,Yes,Holi,1,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
2027,18-24,Male,Bihar,Mobile,Facebook,Yes,No,Private,No,Private,Night,Credit Card,Yes,Diwali,0,No,,,,0,0,0
2028,25-34,Female,Andhra Pradesh,Mobile,WhatsApp,Yes,Yes,Public,Yes,Private,Night,Credit Card,No,Diwali,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,1
2029,25-34,Male,West Bengal,Mobile,Twitter,Yes,No,Private,No,Private,Afternoon,Debit Card,Yes,Holi,0,No,,,,0,0,0
2030,25-34,Male,Madhya Pradesh,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Evening,Cash,Yes,summer vacations,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
2031,18-24,Male,West Bengal,Mobile,Instagram,No,Yes,Private,No,Private,Afternoon,Digital Wallet,No,navaratri,0,No,,,,0,0,0
2032,45-54,Female,West Bengal,Mobile,Facebook,Yes,No,Public,No,Private,Evening,Debit Card,No,summer vacations,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
2033,45-54,Other,Madhya Pradesh,Tablet,WhatsApp,Yes,Yes,Private,No,Private,Night,Credit Card,No,summer vacations,0,No,,,,0,0,0
2034,45-54,Female,Bihar,Mobile,Instagram,Yes,Yes,Private,No,Private,Night,Cash,No,navaratri,0,No,,,,0,0,0
2035,18-24,Male,Telangana,Mobile,Instagram,Yes,No,Public,No,Open WiFi,Evening,Cash,Yes,summer vacations,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
2036,45-54,Male,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Private,Morning,Digital Wallet,Yes,navaratri,0,No,,,,0,0,0
2037,35-44,Female,Tamil Nadu,Desktop,WhatsApp,Yes,No,Private,Yes,Private,Night,Debit Card,Yes,winter vacation,1,No,,,,0,0,0
2038,18-24,Female,Maharashtra,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Morning,Cash,Yes,summer vacations,0,Yes,Twitter,news-portal.org,Good,15,3.64,0
2039,18-24,Male,Maharashtra,Mobile,Twitter,No,Yes,Private,No,Private,Evening,Digital Wallet,Yes,Holi,0,Yes,Instagram,ecommerce.com,Good,13,2.449,0
2040,35-44,Female,Uttar Pradesh,Mobile,WhatsApp,Yes,Yes,Private,No,Hotspot,Morning,Credit Card,Yes,summer vacations,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
2041,45-54,Female,Uttar Pradesh,Mobile,WhatsApp,Yes,No,Public,No,Private,Night,Debit Card,Yes,Diwali,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,1
2042,45-54,Male,Tamil Nadu,Tablet,WhatsApp,Yes,No,Public,No,Private,Afternoon,Debit Card,No,Diwali,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,1
2043,35-44,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Afternoon,Cash,No,navaratri,1,No,,,,0,0,0
2044,18-24,Male,Bihar,Desktop,Facebook,Yes,Yes,Private,No,Private,Evening,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
2045,18-24,Female,Jammu & Kashmir,Mobile,WhatsApp,Yes,No,Public,No,Private,Afternoon,Digital Wallet,No,navaratri,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
2046,45-54,Male,Maharashtra,Desktop,Facebook,Yes,No,Private,No,Hotspot,Evening,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
2047,35-44,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Private,Afternoon,Cash,No,winter vacation,0,No,,,,0,0,0
2048,25-34,Male,Punjab,Mobile,Facebook,Yes,No,Private,Yes,Open WiFi,Morning,Credit Card,No,summer vacations,0,No,,,,0,0,0
2049,35-44,Other,Maharashtra,Tablet,LinkedIn,No,No,Public,No,Private,Night,Digital Wallet,Yes,winter vacation,1,No,,,,0,0,0
2050,25-34,Male,Madhya Pradesh,Desktop,Facebook,Yes,Yes,Private,No,Private,Night,Cash,No,summer vacations,0,No,,,,0,0,0
2051,35-44,Male,Madhya Pradesh,Desktop,WhatsApp,Yes,No,Public,No,Private,Night,Cash,No,summer vacations,0,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,1
2052,25-34,Female,Assam,Desktop,WhatsApp,Yes,No,Private,Yes,Private,Night,UPI,No,summer vacations,0,No,,,,0,0,0
2053,18-24,Female,Karnataka,Mobile,Twitter,Yes,No,Private,No,Open WiFi,Afternoon,Credit Card,Yes,summer vacations,0,Yes,Facebook,banking.example,Good,15,3.507,0
2054,18-24,Male,Tamil Nadu,Mobile,WhatsApp,No,No,Private,Yes,Private,Morning,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
2055,45-54,Male,Maharashtra,Mobile,WhatsApp,Yes,No,Private,No,Private,Night,Digital Wallet,Yes,summer vacations,0,Yes,Twitter,banking.example,Good,15,3.507,0
2056,45-54,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Public,Yes,Private,Night,Digital Wallet,Yes,Diwali,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
2057,45-54,Female,Bihar,Mobile,Facebook,Yes,No,Public,No,Private,Afternoon,Credit Card,No,Holi,0,No,,,,0,0,0
2058,18-24,Male,Bihar,Mobile,LinkedIn,Yes,No,Public,Yes,Hotspot,Morning,Cash,Yes,Diwali,0,No,,,,0,0,0
2059,25-34,Female,Rajasthan,Mobile,Twitter,Yes,Yes,Private,No,Private,Night,UPI,Yes,summer vacations,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,0
2060,25-34,Other,Karnataka,Mobile,Instagram,No,No,Private,Yes,Private,Evening,Cash,Yes,Diwali,0,No,,,,0,0,0
2061,45-54,Male,West Bengal,Mobile,Facebook,Yes,No,Private,No,Private,Evening,Digital Wallet,Yes,summer vacations,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,0
2062,35-44,Other,Bihar,Tablet,Twitter,Yes,Yes,Private,No,Private,Afternoon,Cash,No,summer vacations,0,No,,,,0,0,0
2063,45-54,Male,Andhra Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Night,Credit Card,Yes,navaratri,1,Yes,Facebook,ecommerce.com,Good,13,2.449,0
2064,25-34,Female,Tamil Nadu,Mobile,WhatsApp,Yes,Yes,Public,Yes,Open WiFi,Evening,Cash,Yes,summer vacations,0,No,,,,0,0,0
2065,18-24,Female,Gujarat,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Credit Card,Yes,summer vacations,1,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
2066,18-24,Male,Jharkhand,Mobile,Facebook,Yes,No,Public,No,Private,Evening,Debit Card,Yes,summer vacations,0,Yes,WhatsApp,phishingsite.ru,Malicious,15,3.323,1
2067,18-24,Male,Maharashtra,Desktop,Facebook,Yes,Yes,Private,No,Private,Evening,Debit Card,No,summer vacations,1,No,,,,0,0,0
2068,45-54,Female,Madhya Pradesh,Mobile,Facebook,Yes,No,Public,No,Open WiFi,Night,Credit Card,No,Holi,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,0
2069,18-24,Male,Andhra Pradesh,Mobile,WhatsApp,Yes,No,Private,No,Private,Night,UPI,Yes,Diwali,0,No,,,,0,0,0
2070,25-34,Female,Maharashtra,Mobile,WhatsApp,Yes,No,Public,No,Hotspot,Afternoon,Debit Card,No,summer vacations,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
2071,35-44,Female,Uttar Pradesh,Mobile,Instagram,Yes,Yes,Public,No,Hotspot,Morning,Credit Card,No,Diwali,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
2072,35-44,Female,Rajasthan,Mobile,Instagram,Yes,Yes,Public,No,Private,Evening,Debit Card,Yes,Holi,0,No,,,,0,0,0
2073,18-24,Male,Uttar Pradesh,Mobile,Twitter,No,No,Private,No,Hotspot,Afternoon,Debit Card,Yes,summer vacations,0,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
2074,35-44,Male,Uttar Pradesh,Mobile,Twitter,Yes,No,Public,Yes,Private,Evening,Credit Card,Yes,Holi,0,No,,,,0,0,0
2075,45-54,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Night,Credit Card,No,Holi,0,No,,,,0,0,0
2076,18-24,Male,Bihar,Mobile,Instagram,Yes,Yes,Private,Yes,Private,Morning,Cash,No,winter vacation,0,No,,,,0,0,0
2077,35-44,Female,Bihar,Mobile,Facebook,Yes,No,Public,Yes,Hotspot,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
2078,18-24,Female,Andhra Pradesh,Mobile,Instagram,Yes,Yes,Public,Yes,Private,Afternoon,Credit Card,Yes,Holi,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
2079,35-44,Female,West Bengal,Desktop,Instagram,Yes,No,Private,No,Private,Morning,Cash,No,Diwali,0,No,,,,0,0,0
2080,35-44,Female,Jharkhand,Mobile,Instagram,Yes,Yes,Public,No,Open WiFi,Morning,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
2081,35-44,Female,Jharkhand,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Evening,Credit Card,Yes,Diwali,0,Yes,Facebook,banking.example,Good,15,3.507,0
2082,18-24,Male,Chhattisgarh,Mobile,WhatsApp,Yes,Yes,Public,Yes,Open WiFi,Night,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
2083,35-44,Female,Bihar,Desktop,Facebook,Yes,No,Public,Yes,Private,Afternoon,UPI,Yes,navaratri,0,No,,,,0,0,0
2084,25-34,Female,Maharashtra,Desktop,LinkedIn,Yes,No,Private,No,Hotspot,Afternoon,UPI,Yes,summer vacations,0,No,,,,0,0,0
2085,25-34,Female,Andhra Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Debit Card,No,Holi,1,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
2086,18-24,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Private,Morning,Credit Card,Yes,navaratri,0,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,1
2087,45-54,Male,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Digital Wallet,Yes,winter vacation,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,1
2088,35-44,Female,Bihar,Desktop,Instagram,Yes,Yes,Private,No,Hotspot,Evening,Cash,No,Diwali,0,No,,,,0,0,0
2089,45-54,Male,Tamil Nadu,Tablet,LinkedIn,Yes,No,Private,No,Private,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
2090,18-24,Male,West Bengal,Mobile,Instagram,Yes,No,Private,No,Open WiFi,Night,Digital Wallet,No,Diwali,0,No,,,,0,0,0
2091,18-24,Male,Karnataka,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Night,Digital Wallet,No,Diwali,0,No,,,,0,0,0
2092,45-54,Other,Tamil Nadu,Mobile,Instagram,No,Yes,Public,Yes,Private,Afternoon,Debit Card,No,winter vacation,1,No,,,,0,0,0
2093,18-24,Female,Andhra Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Evening,Debit Card,No,summer vacations,0,No,,,,0,0,0
2094,25-34,Female,Uttar Pradesh,Tablet,Facebook,Yes,Yes,Private,No,Private,Morning,Digital Wallet,No,Holi,0,No,,,,0,0,0
2095,18-24,Female,Telangana,Mobile,Facebook,No,Yes,Private,No,Hotspot,Morning,Credit Card,Yes,summer vacations,0,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
2096,18-24,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Open WiFi,Night,Credit Card,No,Diwali,0,No,,,,0,0,0
2097,18-24,Male,Odisha,Mobile,LinkedIn,Yes,Yes,Public,No,Open WiFi,Night,UPI,Yes,summer vacations,0,No,,,,0,0,0
2098,35-44,Female,Tamil Nadu,Mobile,Facebook,Yes,No,Private,No,Private,Afternoon,Debit Card,No,Holi,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,1
2099,35-44,Female,Uttar Pradesh,Tablet,LinkedIn,No,No,Private,Yes,Private,Evening,UPI,Yes,navaratri,1,No,,,,0,0,0
2100,35-44,Male,Rajasthan,Mobile,Instagram,Yes,No,Private,Yes,Hotspot,Night,Cash,Yes,navaratri,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,1
2101,35-44,Female,Bihar,Tablet,Twitter,Yes,No,Public,No,Private,Afternoon,UPI,Yes,Holi,0,No,,,,0,0,0
2102,18-24,Female,Uttar Pradesh,Mobile,Instagram,No,No,Private,No,Private,Morning,Debit Card,No,navaratri,1,No,,,,0,0,0
2103,45-54,Male,Madhya Pradesh,Desktop,Twitter,Yes,Yes,Private,Yes,Hotspot,Night,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
2104,18-24,Female,Uttar Pradesh,Mobile,WhatsApp,Yes,Yes,Private,No,Hotspot,Afternoon,Cash,Yes,navaratri,1,No,,,,0,0,0
2105,35-44,Female,Rajasthan,Mobile,Twitter,Yes,No,Private,No,Private,Morning,UPI,Yes,Holi,1,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
2106,45-54,Female,Madhya Pradesh,Desktop,WhatsApp,Yes,Yes,Private,No,Private,Evening,Debit Card,Yes,navaratri,1,No,,,,0,0,0
2107,18-24,Female,Rajasthan,Mobile,LinkedIn,Yes,No,Private,No,Private,Evening,Digital Wallet,No,Diwali,0,No,,,,0,0,0
2108,25-34,Female,Tamil Nadu,Mobile,WhatsApp,Yes,No,Public,No,Hotspot,Morning,Credit Card,Yes,Holi,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,1
2109,45-54,Male,Maharashtra,Mobile,LinkedIn,Yes,No,Private,Yes,Private,Evening,Digital Wallet,Yes,Holi,0,No,,,,0,0,0
2110,45-54,Male,Jharkhand,Mobile,Instagram,Yes,Yes,Public,No,Private,Night,Digital Wallet,Yes,winter vacation,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
2111,35-44,Female,West Bengal,Desktop,WhatsApp,Yes,Yes,Private,No,Private,Night,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
2112,45-54,Male,West Bengal,Mobile,Facebook,Yes,Yes,Private,No,Open WiFi,Night,UPI,Yes,summer vacations,0,No,,,,0,0,0
2113,45-54,Male,Uttar Pradesh,Mobile,Instagram,No,No,Private,Yes,Private,Morning,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
2114,18-24,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Open WiFi,Morning,Digital Wallet,Yes,Holi,0,No,,,,0,0,0
2115,18-24,Male,Uttar Pradesh,Mobile,Twitter,No,No,Public,No,Private,Morning,Credit Card,No,summer vacations,0,No,,,,0,0,0
2116,35-44,Female,Karnataka,Desktop,WhatsApp,Yes,Yes,Private,No,Private,Evening,Credit Card,Yes,Diwali,1,No,,,,0,0,0
2117,18-24,Male,Bihar,Mobile,Twitter,Yes,No,Private,No,Private,Evening,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
2118,25-34,Male,Assam,Desktop,Twitter,No,Yes,Private,No,Private,Night,Credit Card,Yes,winter vacation,0,No,,,,0,0,0
2119,25-34,Female,Jharkhand,Mobile,LinkedIn,No,Yes,Private,No,Private,Morning,UPI,No,Diwali,0,Yes,Facebook,login-secure.ru,Malicious,15,3.507,1
2120,35-44,Male,Haryana,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Cash,Yes,Diwali,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,1
2121,25-34,Female,Madhya Pradesh,Mobile,Twitter,Yes,No,Private,No,Private,Evening,Credit Card,Yes,Holi,0,No,,,,0,0,0
2122,35-44,Female,Bihar,Mobile,Facebook,Yes,Yes,Public,No,Private,Night,Credit Card,No,summer vacations,0,No,,,,0,0,0
2123,25-34,Female,Maharashtra,Mobile,LinkedIn,Yes,No,Public,No,Open WiFi,Afternoon,Debit Card,Yes,summer vacations,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
2124,18-24,Female,Haryana,Mobile,Facebook,Yes,No,Private,No,Hotspot,Evening,Credit Card,No,summer vacations,0,No,,,,0,0,0
2125,35-44,Male,Telangana,Desktop,Facebook,Yes,Yes,Public,Yes,Private,Evening,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
2126,45-54,Female,West Bengal,Mobile,Facebook,Yes,No,Public,No,Open WiFi,Afternoon,Credit Card,Yes,Diwali,1,No,,,,0,0,0
2127,18-24,Male,Uttar Pradesh,Desktop,Instagram,No,No,Public,Yes,Private,Morning,Cash,Yes,summer vacations,1,No,,,,0,0,0
2128,35-44,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,Yes,Private,Night,Cash,Yes,winter vacation,0,Yes,LinkedIn,banking.example,Good,15,3.507,0
2129,35-44,Other,Karnataka,Mobile,WhatsApp,Yes,Yes,Private,Yes,Private,Evening,Credit Card,No,summer vacations,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
2130,25-34,Female,Maharashtra,Mobile,Instagram,No,No,Private,No,Private,Evening,UPI,Yes,navaratri,0,Yes,Instagram,login-secure.ru,Malicious,15,3.507,1
2131,45-54,Female,Uttar Pradesh,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Evening,Cash,Yes,Diwali,1,Yes,Instagram,news-portal.org,Good,15,3.64,0
2132,25-34,Male,Uttar Pradesh,Tablet,Twitter,Yes,No,Public,No,Open WiFi,Night,UPI,Yes,summer vacations,0,No,,,,0,0,0
2133,45-54,Male,Rajasthan,Mobile,Instagram,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,Diwali,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
2134,45-54,Male,Kerala,Mobile,LinkedIn,Yes,No,Private,No,Hotspot,Afternoon,Credit Card,Yes,summer vacations,0,Yes,Facebook,phishingsite.ru,Malicious,15,3.323,1
2135,18-24,Male,Maharashtra,Desktop,LinkedIn,No,Yes,Private,No,Private,Morning,UPI,Yes,Diwali,0,No,,,,0,0,0
2136,35-44,Male,Uttar Pradesh,Mobile,Facebook,Yes,Yes,Public,No,Private,Night,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
2137,45-54,Male,Karnataka,Mobile,LinkedIn,Yes,Yes,Private,No,Hotspot,Night,Cash,No,summer vacations,0,No,,,,0,0,0
2138,18-24,Male,Bihar,Mobile,WhatsApp,Yes,No,Public,No,Private,Morning,Digital Wallet,No,winter vacation,0,No,,,,0,0,0
2139,18-24,Female,Uttar Pradesh,Mobile,WhatsApp,Yes,Yes,Private,Yes,Private,Night,Cash,Yes,Holi,1,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,0
2140,25-34,Male,Maharashtra,Mobile,Instagram,Yes,No,Public,No,Private,Afternoon,UPI,Yes,winter vacation,0,No,,,,0,0,0
2141,25-34,Male,Uttar Pradesh,Mobile,LinkedIn,Yes,No,Private,Yes,Hotspot,Afternoon,Cash,Yes,navaratri,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
2142,25-34,Female,Gujarat,Mobile,WhatsApp,Yes,No,Private,No,Private,Morning,Digital Wallet,Yes,Diwali,1,No,,,,0,0,0
2143,18-24,Female,Uttar Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Afternoon,Digital Wallet,No,Holi,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
2144,18-24,Female,Uttar Pradesh,Mobile,Facebook,Yes,No,Public,No,Private,Night,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
2145,45-54,Male,Uttar Pradesh,Desktop,Instagram,Yes,No,Private,No,Private,Night,UPI,No,summer vacations,0,No,,,,0,0,0
2146,45-54,Other,Tamil Nadu,Desktop,WhatsApp,Yes,Yes,Public,No,Private,Night,Digital Wallet,Yes,Holi,1,No,,,,0,0,0
2147,45-54,Female,Karnataka,Mobile,LinkedIn,Yes,No,Private,No,Private,Night,Credit Card,Yes,summer vacations,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
2148,35-44,Female,Uttar Pradesh,Tablet,LinkedIn,Yes,No,Private,No,Private,Morning,UPI,No,winter vacation,0,No,,,,0,0,0
2149,45-54,Male,Madhya Pradesh,Tablet,Facebook,Yes,Yes,Public,No,Private,Evening,Debit Card,No,Diwali,1,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
2150,25-34,Male,Karnataka,Mobile,WhatsApp,Yes,No,Private,No,Private,Night,Cash,Yes,summer vacations,0,No,,,,0,0,0
2151,45-54,Female,Madhya Pradesh,Mobile,Instagram,Yes,Yes,Private,No,Private,Evening,UPI,No,winter vacation,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
2152,35-44,Male,Uttar Pradesh,Desktop,WhatsApp,Yes,No,Private,No,Open WiFi,Night,Credit Card,Yes,summer vacations,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,0
2153,45-54,Male,West Bengal,Desktop,Twitter,Yes,Yes,Private,No,Private,Evening,Credit Card,Yes,navaratri,0,No,,,,0,0,0
2154,45-54,Male,Gujarat,Mobile,Instagram,Yes,No,Public,Yes,Private,Morning,Digital Wallet,Yes,Holi,0,No,,,,0,0,0
2155,25-34,Female,Maharashtra,Mobile,Instagram,Yes,No,Private,No,Private,Night,Digital Wallet,No,summer vacations,1,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
2156,18-24,Male,Gujarat,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Digital Wallet,Yes,Holi,0,Yes,Facebook,login-secure.ru,Malicious,15,3.507,1
2157,35-44,Female,Karnataka,Desktop,Twitter,Yes,No,Private,No,Private,Morning,Cash,Yes,Diwali,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
2158,18-24,Male,Bihar,Mobile,LinkedIn,Yes,Yes,Public,Yes,Private,Night,Credit Card,Yes,Holi,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
2159,35-44,Male,Madhya Pradesh,Tablet,Instagram,Yes,No,Private,No,Private,Morning,UPI,Yes,navaratri,0,No,,,,0,0,0
2160,25-34,Female,Maharashtra,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Night,UPI,No,Diwali,1,No,,,,0,0,0
2161,45-54,Male,Bihar,Desktop,Twitter,Yes,Yes,Public,Yes,Hotspot,Night,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
2162,45-54,Male,West Bengal,Mobile,LinkedIn,No,No,Public,Yes,Open WiFi,Morning,Debit Card,No,summer vacations,0,No,,,,0,0,0
2163,18-24,Male,Rajasthan,Mobile,LinkedIn,Yes,No,Private,No,Hotspot,Evening,UPI,Yes,Holi,0,No,,,,0,0,0
2164,18-24,Female,Uttar Pradesh,Mobile,LinkedIn,No,No,Private,No,Hotspot,Morning,Debit Card,No,summer vacations,0,Yes,Instagram,unknown-redirect.net,Suspicious,20,3.484,1
2165,35-44,Female,Uttar Pradesh,Mobile,Twitter,No,Yes,Private,No,Private,Night,UPI,Yes,navaratri,0,No,,,,0,0,0
2166,45-54,Female,Bihar,Desktop,LinkedIn,Yes,No,Private,Yes,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
2167,18-24,Male,Tamil Nadu,Mobile,LinkedIn,Yes,Yes,Private,No,Hotspot,Night,Cash,No,summer vacations,1,No,,,,0,0,0
2168,25-34,Female,Maharashtra,Mobile,Facebook,Yes,Yes,Private,No,Private,Night,Digital Wallet,Yes,winter vacation,1,Yes,Instagram,news-portal.org,Good,15,3.64,0
2169,25-34,Male,Tamil Nadu,Mobile,Facebook,No,No,Private,No,Private,Night,UPI,Yes,Diwali,1,No,,,,0,0,0
2170,18-24,Female,Maharashtra,Mobile,Instagram,No,No,Private,Yes,Private,Afternoon,Digital Wallet,No,summer vacations,1,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
